review,rating,region,platform,language,label
Great product. Great service. Great everything.,2,Tamil Nadu,Amazon,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Delhi,Myntra,English,Fake
Decent product for the price. Packaging could be better though.,5,Maharashtra,Zomato,Bengali,Legit
Fits well and is comfortable for long periods of use.,5,West Bengal,Snapdeal,Bengali,Legit
Fits well and is comfortable for long periods of use.,5,West Bengal,Zomato,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Tamil Nadu,Amazon,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Tamil Nadu,Myntra,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Flipkart,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Tamil Nadu,Flipkart,English,Legit
OMG this is the best phone in the universe!!!!,1,Karnataka,Snapdeal,Telugu,Fake
Received the item in good condition. Works as expected.,3,Maharashtra,Myntra,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Maharashtra,Snapdeal,Telugu,Fake
Decent product for the price. Packaging could be better though.,5,Delhi,Myntra,Bengali,Legit
OMG this is the best phone in the universe!!!!,4,West Bengal,Zomato,Hindi,Fake
Decent product for the price. Packaging could be better though.,1,West Bengal,Zomato,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Delhi,Zomato,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Karnataka,Amazon,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Tamil Nadu,Snapdeal,Telugu,Legit
Great product. Great service. Great everything.,5,Maharashtra,Zomato,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Maharashtra,Myntra,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Maharashtra,Amazon,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Myntra,Bengali,Fake
OMG this is the best phone in the universe!!!!,5,West Bengal,Zomato,Telugu,Fake
OMG this is the best phone in the universe!!!!,4,West Bengal,Amazon,Bengali,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Karnataka,Zomato,English,Legit
Decent product for the price. Packaging could be better though.,2,West Bengal,Amazon,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Delhi,Snapdeal,English,Legit
Decent product for the price. Packaging could be better though.,4,Maharashtra,Zomato,Telugu,Legit
Decent product for the price. Packaging could be better though.,2,Tamil Nadu,Amazon,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Tamil Nadu,Myntra,English,Fake
Great product. Great service. Great everything.,1,West Bengal,Zomato,Bengali,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,West Bengal,Snapdeal,English,Legit
Received the item in good condition. Works as expected.,3,Tamil Nadu,Snapdeal,Hindi,Legit
Received the item in good condition. Works as expected.,2,West Bengal,Zomato,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Tamil Nadu,Myntra,Hindi,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,West Bengal,Amazon,Bengali,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,Maharashtra,Flipkart,Tamil,Fake
Fits well and is comfortable for long periods of use.,3,Delhi,Amazon,Tamil,Legit
Received the item in good condition. Works as expected.,3,West Bengal,Flipkart,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Tamil Nadu,Amazon,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Maharashtra,Flipkart,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Snapdeal,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Delhi,Amazon,Telugu,Legit
OMG this is the best phone in the universe!!!!,3,West Bengal,Amazon,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Maharashtra,Snapdeal,Tamil,Legit
Fits well and is comfortable for long periods of use.,5,Tamil Nadu,Amazon,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,Karnataka,Flipkart,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,5,Delhi,Zomato,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Karnataka,Flipkart,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Tamil Nadu,Amazon,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,Delhi,Snapdeal,English,Legit
Fits well and is comfortable for long periods of use.,5,Delhi,Myntra,Bengali,Legit
Fits well and is comfortable for long periods of use.,2,Maharashtra,Myntra,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Flipkart,English,Fake
Great product. Great service. Great everything.,5,Karnataka,Flipkart,Tamil,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Karnataka,Snapdeal,Tamil,Fake
Received the item in good condition. Works as expected.,4,Tamil Nadu,Snapdeal,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Maharashtra,Snapdeal,English,Legit
Decent product for the price. Packaging could be better though.,4,Delhi,Flipkart,Telugu,Legit
OMG this is the best phone in the universe!!!!,3,Karnataka,Amazon,English,Fake
Received the item in good condition. Works as expected.,3,West Bengal,Flipkart,English,Legit
Great product. Great service. Great everything.,4,Tamil Nadu,Zomato,English,Fake
OMG this is the best phone in the universe!!!!,5,Tamil Nadu,Flipkart,Tamil,Fake
Decent product for the price. Packaging could be better though.,5,Tamil Nadu,Zomato,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Snapdeal,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,1,Maharashtra,Zomato,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Tamil Nadu,Myntra,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,West Bengal,Amazon,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Maharashtra,Flipkart,Telugu,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Tamil Nadu,Zomato,Hindi,Fake
OMG this is the best phone in the universe!!!!,4,West Bengal,Snapdeal,Telugu,Fake
Great product. Great service. Great everything.,4,West Bengal,Amazon,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Karnataka,Snapdeal,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Myntra,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Tamil Nadu,Amazon,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Delhi,Zomato,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Karnataka,Myntra,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,West Bengal,Zomato,Tamil,Fake
Great product. Great service. Great everything.,1,Maharashtra,Flipkart,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,West Bengal,Zomato,English,Fake
Decent product for the price. Packaging could be better though.,1,Maharashtra,Amazon,Telugu,Legit
OMG this is the best phone in the universe!!!!,4,Karnataka,Amazon,Tamil,Fake
OMG this is the best phone in the universe!!!!,1,Karnataka,Myntra,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,West Bengal,Amazon,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,West Bengal,Myntra,English,Fake
Fits well and is comfortable for long periods of use.,1,Maharashtra,Flipkart,English,Legit
Received the item in good condition. Works as expected.,2,West Bengal,Snapdeal,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Tamil Nadu,Zomato,English,Fake
Fits well and is comfortable for long periods of use.,3,Maharashtra,Amazon,English,Legit
OMG this is the best phone in the universe!!!!,4,West Bengal,Flipkart,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Tamil Nadu,Amazon,English,Legit
Decent product for the price. Packaging could be better though.,3,Tamil Nadu,Flipkart,Tamil,Legit
Decent product for the price. Packaging could be better though.,1,Delhi,Flipkart,Tamil,Legit
Received the item in good condition. Works as expected.,3,Tamil Nadu,Zomato,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,2,Delhi,Myntra,English,Fake
Great product. Great service. Great everything.,5,West Bengal,Zomato,Telugu,Fake
Received the item in good condition. Works as expected.,5,Maharashtra,Amazon,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Maharashtra,Amazon,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,Maharashtra,Amazon,Telugu,Legit
Decent product for the price. Packaging could be better though.,5,Maharashtra,Flipkart,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Delhi,Zomato,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Tamil Nadu,Myntra,Hindi,Fake
Decent product for the price. Packaging could be better though.,3,Tamil Nadu,Flipkart,Bengali,Legit
Received the item in good condition. Works as expected.,1,Delhi,Amazon,Tamil,Legit
Decent product for the price. Packaging could be better though.,3,Karnataka,Flipkart,Bengali,Legit
Received the item in good condition. Works as expected.,1,Maharashtra,Zomato,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Flipkart,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Delhi,Amazon,Tamil,Legit
Fits well and is comfortable for long periods of use.,1,Delhi,Amazon,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Flipkart,Telugu,Legit
OMG this is the best phone in the universe!!!!,3,West Bengal,Zomato,Tamil,Fake
Great product. Great service. Great everything.,1,Tamil Nadu,Amazon,English,Fake
Decent product for the price. Packaging could be better though.,2,Maharashtra,Myntra,Bengali,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,2,Karnataka,Myntra,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Karnataka,Snapdeal,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,Delhi,Flipkart,Hindi,Legit
Decent product for the price. Packaging could be better though.,3,Tamil Nadu,Flipkart,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,Karnataka,Zomato,Hindi,Fake
Fits well and is comfortable for long periods of use.,1,Delhi,Zomato,Bengali,Legit
Great product. Great service. Great everything.,2,Maharashtra,Myntra,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Karnataka,Flipkart,English,Legit
OMG this is the best phone in the universe!!!!,5,Maharashtra,Amazon,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,West Bengal,Flipkart,Tamil,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Snapdeal,Bengali,Fake
Great product. Great service. Great everything.,2,West Bengal,Amazon,Telugu,Fake
Great product. Great service. Great everything.,4,Delhi,Flipkart,English,Fake
OMG this is the best phone in the universe!!!!,1,Tamil Nadu,Zomato,Tamil,Fake
Received the item in good condition. Works as expected.,1,Delhi,Snapdeal,Tamil,Legit
Decent product for the price. Packaging could be better though.,5,Karnataka,Amazon,Tamil,Legit
OMG this is the best phone in the universe!!!!,2,Maharashtra,Myntra,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Karnataka,Myntra,Hindi,Legit
Decent product for the price. Packaging could be better though.,5,West Bengal,Myntra,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Delhi,Myntra,English,Fake
Received the item in good condition. Works as expected.,4,Maharashtra,Flipkart,Hindi,Legit
OMG this is the best phone in the universe!!!!,5,Delhi,Snapdeal,English,Fake
Decent product for the price. Packaging could be better though.,2,West Bengal,Zomato,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,Maharashtra,Zomato,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,Delhi,Myntra,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,West Bengal,Zomato,Telugu,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Amazon,Hindi,Fake
Great product. Great service. Great everything.,4,Karnataka,Snapdeal,Tamil,Fake
Fits well and is comfortable for long periods of use.,1,Maharashtra,Snapdeal,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Karnataka,Flipkart,Bengali,Legit
Fits well and is comfortable for long periods of use.,2,West Bengal,Snapdeal,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,West Bengal,Flipkart,Bengali,Legit
Fits well and is comfortable for long periods of use.,2,Tamil Nadu,Snapdeal,Bengali,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Tamil Nadu,Amazon,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,West Bengal,Amazon,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,West Bengal,Zomato,Bengali,Legit
Great product. Great service. Great everything.,4,Delhi,Snapdeal,Tamil,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Karnataka,Amazon,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Delhi,Myntra,Tamil,Fake
Great product. Great service. Great everything.,1,Delhi,Myntra,Hindi,Fake
OMG this is the best phone in the universe!!!!,4,Tamil Nadu,Myntra,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Maharashtra,Snapdeal,Bengali,Fake
Great product. Great service. Great everything.,1,West Bengal,Zomato,Tamil,Fake
OMG this is the best phone in the universe!!!!,5,Tamil Nadu,Zomato,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Maharashtra,Zomato,Tamil,Fake
Great product. Great service. Great everything.,3,Delhi,Snapdeal,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,4,West Bengal,Myntra,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Tamil Nadu,Myntra,Tamil,Legit
Decent product for the price. Packaging could be better though.,3,Maharashtra,Snapdeal,Tamil,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Maharashtra,Snapdeal,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Zomato,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,West Bengal,Zomato,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,5,Karnataka,Myntra,Hindi,Fake
Great product. Great service. Great everything.,3,Tamil Nadu,Amazon,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Maharashtra,Zomato,English,Fake
Fits well and is comfortable for long periods of use.,4,West Bengal,Flipkart,Bengali,Legit
OMG this is the best phone in the universe!!!!,5,Tamil Nadu,Flipkart,Tamil,Fake
Decent product for the price. Packaging could be better though.,5,Delhi,Flipkart,Telugu,Legit
Fits well and is comfortable for long periods of use.,4,Tamil Nadu,Myntra,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Maharashtra,Zomato,Telugu,Legit
OMG this is the best phone in the universe!!!!,4,Maharashtra,Flipkart,Tamil,Fake
OMG this is the best phone in the universe!!!!,4,Tamil Nadu,Amazon,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,Karnataka,Flipkart,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Tamil Nadu,Snapdeal,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Tamil Nadu,Myntra,Bengali,Fake
OMG this is the best phone in the universe!!!!,4,Tamil Nadu,Myntra,Bengali,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Delhi,Snapdeal,Telugu,Fake
OMG this is the best phone in the universe!!!!,2,Delhi,Amazon,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Tamil Nadu,Myntra,Bengali,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,West Bengal,Zomato,Bengali,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Karnataka,Flipkart,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,West Bengal,Myntra,Hindi,Legit
OMG this is the best phone in the universe!!!!,4,Tamil Nadu,Myntra,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,West Bengal,Myntra,Tamil,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Maharashtra,Snapdeal,Bengali,Fake
Great product. Great service. Great everything.,3,Tamil Nadu,Amazon,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Delhi,Zomato,English,Fake
Received the item in good condition. Works as expected.,5,Maharashtra,Zomato,Telugu,Legit
OMG this is the best phone in the universe!!!!,3,Karnataka,Snapdeal,English,Fake
Decent product for the price. Packaging could be better though.,3,Maharashtra,Amazon,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,2,Delhi,Flipkart,Tamil,Fake
